d,n,j,D_original,D_squarefree,tunnell_result
5745715799,2,75801,11491431600,28728579,✓ CONFIRMADO
32399460001,2,179999,64798920004,16199730001,✓ CONFIRMADO
8895790805,2,94318,17791581612,4447895403,✓ CONFIRMADO
2216667641,2,47082,4433335284,2095149,✓ CONFIRMADO
15412601755,2,124148,30825203512,7706300878,✓ CONFIRMADO
597289159,2,24440,1194578320,74661145,✓ CONFIRMADO
419287708,4,86875,15094357500,6037743,✓ CONFIRMADO
17280811391,2,131457,34561622784,135006339,✓ CONFIRMADO
570775053,4,101361,20547901920,1284243870,✓ CONFIRMADO
3145358971,2,56084,6290717944,1572679486,✓ CONFIRMADO
5786080,21,155890,48603072420,1350085345,✓ CONFIRMADO
88070355521,2,296767,176140711044,4892797529,✓ CONFIRMADO
37359671081,2,193287,74719342164,18679835541,✓ CONFIRMADO
1567184756,5,250375,125374780500,1253747805,✓ CONFIRMADO
11577867599,2,107601,23155735200,57889338,✓ CONFIRMADO
26324647,16,217680,94768729440,48950790,✓ CONFIRMADO
82518594859,2,287261,165037189720,41259297430,✓ CONFIRMADO
54165347489,2,232735,108330694980,27082673745,✓ CONFIRMADO
35419804601,2,188202,70839609204,17709902301,✓ CONFIRMADO
39218,8,2773,15373512,427042,✓ CONFIRMADO
56491544719,2,237680,112983089440,7061443090,✓ CONFIRMADO
84581216411,2,290829,169162432824,42290608206,✓ CONFIRMADO
38946825149,2,197350,77893650300,778936503,✓ CONFIRMADO
11338948739,2,106485,22677897480,5669474370,✓ CONFIRMADO
137613655,10,236080,111467060640,774076810,✓ CONFIRMADO
1355233781,2,36814,2710467564,677616891,✓ CONFIRMADO
2278773431,2,47737,4557546864,31649631,✓ CONFIRMADO
221156224,5,94055,17692497940,4423124485,✓ CONFIRMADO
1683091649,2,41026,3366183300,33661833,✓ CONFIRMADO
80376407,4,38037,2893550664,723387666,✓ CONFIRMADO
69817757129,2,264231,139635514260,3878764285,✓ CONFIRMADO
516715503,6,196860,77507325480,19376831370,✓ CONFIRMADO
3054828169,2,55271,6109656340,1527414085,✓ CONFIRMADO
12924406,12,96867,18766237644,521284379,✓ CONFIRMADO
557919175,4,100213,20085090312,5021272578,✓ CONFIRMADO
46325459521,2,215234,92650919044,23162729761,✓ CONFIRMADO
493577,29,74907,11221967484,311721319,✓ CONFIRMADO
65224307489,2,255391,130448614980,32612153745,✓ CONFIRMADO
198341109,6,121966,29751166380,7437791595,✓ CONFIRMADO
5241977201,2,72402,10483954404,2620988601,✓ CONFIRMADO
59862674891,2,244669,119725349784,29931337446,✓ CONFIRMADO
50946132655,2,225713,101892265312,6368266582,✓ CONFIRMADO
92167191689,2,303591,184334383380,46083595845,✓ CONFIRMADO
9417187,13,93886,17628974220,4407243555,✓ CONFIRMADO
808475218,5,179831,64678017460,329989885,✓ CONFIRMADO
30217738055,2,173833,60435476112,3777217257,✓ CONFIRMADO
7976365409,2,89311,15952730820,3988182705,✓ CONFIRMADO
90701863055,2,301168,181403726112,1259748098,✓ CONFIRMADO
1129567,9,18037,650630664,18073074,✓ CONFIRMADO
14336225,6,32791,2150433780,4443045,✓ CONFIRMADO
50954258629,2,225731,101908517260,25477129315,✓ CONFIRMADO
115875229,8,150704,45423089824,2838943114,✓ CONFIRMADO
87142744799,2,295200,174285489600,12103159,✓ CONFIRMADO
9683248811,2,98404,19366497624,4841624406,✓ CONFIRMADO
245063369,2,15655,490126740,122531685,✓ CONFIRMADO
5508,9,1260,3172680,88130,✓ CONFIRMADO
782094658,4,118650,28155407700,281554077,✓ CONFIRMADO
75330761759,2,274465,150661523520,261565145,✓ CONFIRMADO
2162575511,2,46504,4325151024,30035771,✓ CONFIRMADO
685483391,6,226741,102822508680,25705627170,✓ CONFIRMADO
8679810389,2,93166,17359620780,4339905195,✓ CONFIRMADO
3300904661,2,57454,6601809324,1650452331,✓ CONFIRMADO
3866296768,4,263806,139186683660,34796670915,✓ CONFIRMADO
24708224531,2,157189,49416449064,12354112266,✓ CONFIRMADO
38536634555,2,196308,77073269112,2140924142,✓ CONFIRMADO
63069541631,2,251137,126139083264,54747866,✓ CONFIRMADO
24737542,13,152166,46308678780,11577169695,✓ CONFIRMADO
39836766871,2,199592,79673533744,4979595859,✓ CONFIRMADO
11727199,2,3425,23454400,14659,✓ CONFIRMADO
1580976881,2,39762,3161953764,39761,✓ CONFIRMADO
714359255,2,26728,1428718512,89294907,✓ CONFIRMADO
60474924971,2,245917,120949849944,201894,✓ CONFIRMADO
70199827,5,52991,5615986180,1403996545,✓ CONFIRMADO
37690145459,2,194140,75380290920,2093896970,✓ CONFIRMADO
163392305,2,12783,326784612,81696153,✓ CONFIRMADO
88248505421,2,297067,176497010844,44124252711,✓ CONFIRMADO
958395277,4,131344,34502229984,2156389374,✓ CONFIRMADO
42970595141,2,207294,85941190284,21485297571,✓ CONFIRMADO
38654509055,2,196608,77309018112,1179642,✓ CONFIRMADO
161,326,52650,5543939700,684437,✓ CONFIRMADO
23382538481,2,152914,46765076964,11691269241,✓ CONFIRMADO
2052769555,2,45308,4105539112,1026384778,✓ CONFIRMADO
12247125,4,14848,440896512,8787,✓ CONFIRMADO
667884243,4,109645,24043832760,6010958190,✓ CONFIRMADO
16826889241,2,129719,33653778484,8413444621,✓ CONFIRMADO
80290906091,2,283357,160581812184,4460605894,✓ CONFIRMADO
200661389,2,14166,401322780,11147855,✓ CONFIRMADO
16200834805,2,127283,32401669612,8100417403,✓ CONFIRMADO
310058952,4,74707,11162122284,2790530571,✓ CONFIRMADO
58921493905,2,242738,117842987812,29460746953,✓ CONFIRMADO
437463550,4,88738,15748687812,3937171953,✓ CONFIRMADO
3129604798,4,237346,112665772740,28166443185,✓ CONFIRMADO
74129517,4,36529,2668662624,166791414,✓ CONFIRMADO
15829288409,2,125815,31658576820,7914644205,✓ CONFIRMADO
77094242621,2,277659,154188485244,4283013479,✓ CONFIRMADO
39691198301,2,199227,79382396604,19845599151,✓ CONFIRMADO
20901207755,2,144573,41802415512,10450603878,✓ CONFIRMADO
48787311761,2,220879,97574623524,2710406209,✓ CONFIRMADO
71151027821,2,266742,142302055644,3952834879,✓ CONFIRMADO
3019337651,2,54949,6038675304,1509668826,✓ CONFIRMADO
7088882219,2,84196,14177764440,393826790,✓ CONFIRMADO
185432072,4,57774,6675554604,1668888651,✓ CONFIRMADO
81049819555,2,284693,162099639112,40524909778,✓ CONFIRMADO
83275242049,2,288575,166550484100,1665504841,✓ CONFIRMADO
20214337,8,62945,7924020160,123812815,✓ CONFIRMADO
21515462441,2,146682,43030924884,1195303469,✓ CONFIRMADO
77325641,2,8794,154651284,4295869,✓ CONFIRMADO
54213853,6,63766,8132077980,225891055,✓ CONFIRMADO
68719738879,2,262145,137439477760,524290,✓ CONFIRMADO
775753225,4,118168,27927116112,1745444757,✓ CONFIRMADO
77541363905,2,278463,155082727812,38770681953,✓ CONFIRMADO
74496778,9,146476,42910144200,47677938,✓ CONFIRMADO
81529379621,2,285534,163058759244,4529409979,✓ CONFIRMADO
56838136055,2,238408,113676272112,7104767007,✓ CONFIRMADO
68437960841,2,261607,136875921684,34218980421,✓ CONFIRMADO
83271202055,2,288568,166542404112,1156544473,✓ CONFIRMADO
103863191,6,88260,15579478680,3894869670,✓ CONFIRMADO
120056093,6,94891,18008413980,4502103495,✓ CONFIRMADO
3203956211,2,56604,6407912424,3028314,✓ CONFIRMADO
4363165543,4,280245,157073959560,39268489890,✓ CONFIRMADO
62285933611,2,249572,124571867224,31142966806,✓ CONFIRMADO
1475750639,2,38416,2951501280,76830,✓ CONFIRMADO
18520896371,2,136092,37041792744,9260448186,✓ CONFIRMADO
2517351,6,13741,377602680,94400670,✓ CONFIRMADO
93399000155,2,305613,186798000312,11766062,✓ CONFIRMADO
28048713005,2,167478,56097426012,14024356503,✓ CONFIRMADO
6257680129,2,79106,12515360260,3128840065,✓ CONFIRMADO
17485973,9,70965,10071920520,279775570,✓ CONFIRMADO
84474806669,2,290646,168949613340,4693044815,✓ CONFIRMADO
26823724619,2,163780,53647449240,13411862310,✓ CONFIRMADO
15469264999,2,124376,30938530000,3093853,✓ CONFIRMADO
11782776851,2,108549,23565553704,654598714,✓ CONFIRMADO
4738592375,4,292053,170589325512,42647331378,✓ CONFIRMADO
80135701805,2,283083,160271403612,40067850903,✓ CONFIRMADO
163804349,5,80946,13104347940,364009665,✓ CONFIRMADO
6285397679,2,79281,12570795360,87297190,✓ CONFIRMADO
70434055,2,8393,140868112,8804257,✓ CONFIRMADO
55172607431,2,234889,110345214864,6896575929,✓ CONFIRMADO
4715362891,2,68669,9430725784,2357681446,✓ CONFIRMADO
267943411,6,141760,40191511680,69776930,✓ CONFIRMADO
13634649055,2,116768,27269298112,8695567,✓ CONFIRMADO
9818332655,2,99088,19636665312,1227291582,✓ CONFIRMADO
33802012,4,24667,1216872444,304218111,✓ CONFIRMADO
75762287249,2,275250,151524574500,1515245745,✓ CONFIRMADO
246365804,5,99271,19709264340,547479565,✓ CONFIRMADO
15602133371,2,124909,31204266744,7801066686,✓ CONFIRMADO
1302902395,5,228290,104232191620,26058047905,✓ CONFIRMADO
438066751,6,181260,65710012680,1825278130,✓ CONFIRMADO
20218138289,2,142191,40436276580,1123229905,✓ CONFIRMADO
1461989311,5,241826,116959144900,1169591449,✓ CONFIRMADO
90180390299,2,300301,180360780600,1803607806,✓ CONFIRMADO
909977675,5,190786,72798214020,18199553505,✓ CONFIRMADO
770798128,4,117790,27748732620,6937183155,✓ CONFIRMADO
5324128,4,9790,191668620,47917155,✓ CONFIRMADO
1680467041,2,40994,3360934084,840233521,✓ CONFIRMADO
8630502899,2,92901,17261005800,172610058,✓ CONFIRMADO
4030027805,2,63483,8060055612,2015013903,✓ CONFIRMADO
42685832629,2,206606,85371665260,21342916315,✓ CONFIRMADO
495206675,4,94413,17827440312,4456860078,✓ CONFIRMADO
184294199,2,13576,368588400,921471,✓ CONFIRMADO
1484291201,2,38527,2968582404,742145601,✓ CONFIRMADO
10730198,21,212290,90133663620,22533415905,✓ CONFIRMADO
23904406709,2,154611,47808813420,1328022595,✓ CONFIRMADO
15120022331,2,122964,30240044664,7560011166,✓ CONFIRMADO
1680776120,5,259290,134462089620,3735058045,✓ CONFIRMADO
193442691,10,279901,156688579800,174098422,✓ CONFIRMADO
12448199611,2,111572,24896399224,6224099806,✓ CONFIRMADO
24103649261,2,155254,48207298524,12051824631,✓ CONFIRMADO
3026716,32,215729,93077571424,5817348214,✓ CONFIRMADO
1839686372,4,181974,66228709404,16557177351,✓ CONFIRMADO
1689579919,2,41105,3379159840,211197490,✓ CONFIRMADO
18779824559,2,137040,37559649120,2347478070,✓ CONFIRMADO
42099447941,2,205182,84198895884,2338858219,✓ CONFIRMADO
4567799809,2,67586,9135599620,2283899905,✓ CONFIRMADO
455894175,4,90588,16412190312,4103047578,✓ CONFIRMADO
248298805,2,15758,496597612,124149403,✓ CONFIRMADO
63627792269,2,252246,127255584540,31813896135,✓ CONFIRMADO
601629044,5,155130,48130323540,12032580885,✓ CONFIRMADO
359399,2,600,718800,1797,✓ CONFIRMADO
1901337500,4,184998,68448150012,17112037503,✓ CONFIRMADO
2059935386,5,287050,164794830900,1647948309,✓ CONFIRMADO
2039166878,4,191586,73410007620,18352501905,✓ CONFIRMADO
59752624691,2,244444,119505249384,29876312346,✓ CONFIRMADO
1638790423,5,256031,131103233860,32775808465,✓ CONFIRMADO
69729003905,2,264063,139458007812,34864501953,✓ CONFIRMADO
68808896909,2,262315,137617793820,3822716495,✓ CONFIRMADO
56961220889,2,238666,113922441780,28480610445,✓ CONFIRMADO
4909314421,2,70067,9818628844,2454657211,✓ CONFIRMADO
16788514469,2,129571,33577028940,8394257235,✓ CONFIRMADO
23546135255,2,153448,47092270512,2943266907,✓ CONFIRMADO
618044459,2,24861,1236088920,309022230,✓ CONFIRMADO
55875268019,2,236380,111750536040,27937634010,✓ CONFIRMADO
13794854851,2,117452,27589709704,6897427426,✓ CONFIRMADO
49178606405,2,221763,98357212812,24589303203,✓ CONFIRMADO
12467397305,2,111658,24934794612,6233698653,✓ CONFIRMADO
91111309561,2,301847,182222619124,45555654781,✓ CONFIRMADO
1962711505,2,44303,3925423012,981355753,✓ CONFIRMADO
65611541755,2,256148,131223083512,32805770878,✓ CONFIRMADO
11410191941,2,106819,22820383884,5705095971,✓ CONFIRMADO
32559495805,2,180443,65118991612,16279747903,✓ CONFIRMADO
672228333,4,110001,24200220000,2420022,✓ CONFIRMADO
56326240891,2,237332,112652481784,28163120446,✓ CONFIRMADO
21110782319,2,145296,42221564640,293205310,✓ CONFIRMADO
13461684599,2,116025,26923369200,67308423,✓ CONFIRMADO
20493497179,2,143156,40986994360,10246748590,✓ CONFIRMADO
2567746,37,248122,123128557524,3420237709,✓ CONFIRMADO
11059572059,2,105165,22119144120,614420670,✓ CONFIRMADO
38919201119,2,197280,77838402240,135136115,✓ CONFIRMADO
51187931,5,45250,4095034500,40950345,✓ CONFIRMADO
4652672309,2,68211,9305344620,258481795,✓ CONFIRMADO
22374325979,2,149581,44748651960,1243018110,✓ CONFIRMADO
55990680751,2,236624,111981361504,6998835094,✓ CONFIRMADO
18193019041,2,134882,36386038084,9096509521,✓ CONFIRMADO
3228047858,4,241050,116209722900,1162097229,✓ CONFIRMADO
70896251431,2,266264,141792502864,8862031429,✓ CONFIRMADO
3828453749,2,61875,7656907500,340307,✓ CONFIRMADO
1199567086,5,219050,95965366900,959653669,✓ CONFIRMADO
41011312655,2,202513,82022625312,5126414082,✓ CONFIRMADO
11457882721,2,107042,22915765444,5728941361,✓ CONFIRMADO
1159460038,4,144466,41740561380,10435140345,✓ CONFIRMADO
38013495869,2,194971,76026991740,387892815,✓ CONFIRMADO
1174216011,6,296760,176132401680,11008275105,✓ CONFIRMADO
1192,4,147,42924,219,✓ CONFIRMADO
11682475309,2,108086,23364950620,20211895,✓ CONFIRMADO
10414712755,2,102053,20829425512,5207356378,✓ CONFIRMADO
5586889769,2,74746,11173779540,310382765,✓ CONFIRMADO
23393855449,2,152951,46787710900,467877109,✓ CONFIRMADO
78209435939,2,279660,156418871880,39104717970,✓ CONFIRMADO
42597038489,2,206391,85194076980,21298519245,✓ CONFIRMADO
46606980881,2,215887,93213961764,23303490441,✓ CONFIRMADO
3015913168,4,232995,108572874060,553943235,✓ CONFIRMADO
729893792,4,114622,26276176524,6569044131,✓ CONFIRMADO
27373537049,2,165450,54747074100,547470741,✓ CONFIRMADO
24703509101,2,157174,49407018204,12351754551,✓ CONFIRMADO
24745020329,2,157306,49490040660,12372510165,✓ CONFIRMADO
57812595805,2,240443,115625191612,589924447,✓ CONFIRMADO
5774860055,2,75993,11549720112,721857507,✓ CONFIRMADO
827094755,5,181890,66167580420,1837988345,✓ CONFIRMADO
39045374,12,168366,56693883180,14173470795,✓ CONFIRMADO
4433790417,4,282504,159616455024,9976028439,✓ CONFIRMADO
80271072361,2,283322,160542144724,40135536181,✓ CONFIRMADO
68606015255,2,261928,137212030512,952861323,✓ CONFIRMADO
3640613905,2,60338,7281227812,1820306953,✓ CONFIRMADO
54974070689,2,234466,109948141380,560959905,✓ CONFIRMADO
907967555,2,30133,1815935112,5604738,✓ CONFIRMADO
10187773289,2,100935,20375546580,565987405,✓ CONFIRMADO
33639778331,2,183412,67279556664,1868876574,✓ CONFIRMADO
55811936269,2,236246,111623872540,27905968135,✓ CONFIRMADO
50735535269,2,225246,101471070540,25367767635,✓ CONFIRMADO
2698100097,4,220377,97131603504,35921451,✓ CONFIRMADO
14215435211,2,119229,28430870424,7107717606,✓ CONFIRMADO
1101078305,2,33183,2202156612,61171017,✓ CONFIRMADO
84855398699,2,291300,169710797400,1697107974,✓ CONFIRMADO
71465061569,2,267330,142930123140,35732530785,✓ CONFIRMADO
6976843255,2,83528,13953686512,872105407,✓ CONFIRMADO
57330795281,2,239439,114661590564,28665397641,✓ CONFIRMADO
12189595241,2,110407,24379190484,6094797621,✓ CONFIRMADO
6382651771,2,79892,12765303544,3191325886,✓ CONFIRMADO
82408897829,2,287070,164817795660,41204448915,✓ CONFIRMADO
5014126909,2,70811,10028253820,14834695,✓ CONFIRMADO
2743716779,2,52381,5487433560,3110790,✓ CONFIRMADO
75073559,2,8665,150147120,25995,✓ CONFIRMADO
269173241,2,16407,538346484,14954069,✓ CONFIRMADO
7582839319,2,87080,15165678640,337435,✓ CONFIRMADO
28580438305,2,169058,57160876612,14290219153,✓ CONFIRMADO
47322128831,2,217537,94644257664,1478816526,✓ CONFIRMADO
91482354059,2,302461,182964708120,9073830,✓ CONFIRMADO
74811275771,2,273517,149622551544,37405637886,✓ CONFIRMADO
8920321,6,25866,1338048180,37168005,✓ CONFIRMADO
26256475481,2,162039,52512950964,13128237741,✓ CONFIRMADO
543533876,5,147450,43482710100,434827101,✓ CONFIRMADO
2790430963,4,224116,100455514680,25113878670,✓ CONFIRMADO
41963727349,2,204851,83927454700,839274547,✓ CONFIRMADO
4779579089,2,69135,9559158180,2389789545,✓ CONFIRMADO
3630869125,4,255648,130711288512,2042363883,✓ CONFIRMADO
1535300660,5,247815,122824052820,3411779245,✓ CONFIRMADO
1036710523,4,136605,37321578840,9330394710,✓ CONFIRMADO
1719256387,4,175917,61893229944,15473307486,✓ CONFIRMADO
20215578941,2,142182,40431157884,1123087719,✓ CONFIRMADO
418294067,4,86772,15058586424,3764646606,✓ CONFIRMADO
152912157,4,52464,5504837664,344052354,✓ CONFIRMADO
54509408255,2,233473,109018816512,26615922,✓ CONFIRMADO
59883718231,2,244712,119767436464,44292691,✓ CONFIRMADO
3863189,2,1966,7726380,1931595,✓ CONFIRMADO
60381557,14,267267,142862764044,35715691011,✓ CONFIRMADO
4173157308,4,274075,150233663100,1502336631,✓ CONFIRMADO
1434932279,2,37881,2869864560,19929615,✓ CONFIRMADO
4264522912,4,277059,153522824844,38380706211,✓ CONFIRMADO
572031287,5,151266,45762502980,11440625745,✓ CONFIRMADO
6055874579,2,77820,12111749160,3027937290,✓ CONFIRMADO
3910188491,2,62532,7820376984,24136966,✓ CONFIRMADO
81906147055,2,286193,163812294112,10238268382,✓ CONFIRMADO
61332751369,2,247655,122665502740,30666375685,✓ CONFIRMADO
33965568505,2,184298,67931137012,16982784253,✓ CONFIRMADO
27320618809,2,165290,54641237620,13660309405,✓ CONFIRMADO
17664577,4,17832,635924784,39745299,✓ CONFIRMADO
983523434,5,198346,78681874740,19670468685,✓ CONFIRMADO
7853770261,2,88622,15707540524,3926885131,✓ CONFIRMADO
91178331805,2,301958,182356663612,45589165903,✓ CONFIRMADO
103365838,4,43135,3721170180,930292545,✓ CONFIRMADO
26376520871,2,162409,52753041744,20301,✓ CONFIRMADO
2246143841,2,47394,4492287684,124785769,✓ CONFIRMADO
4520087353,4,285240,162723144720,10170196545,✓ CONFIRMADO
27331859651,2,165324,54663719304,13665929826,✓ CONFIRMADO
56441643049,2,237575,112883286100,1128832861,✓ CONFIRMADO
35714763271,2,188984,71429526544,4464345409,✓ CONFIRMADO
39555839881,2,198887,79111679764,19777919941,✓ CONFIRMADO
44899279129,2,211895,89798558260,22449639565,✓ CONFIRMADO
12737718181,2,112862,25475436364,6368859091,✓ CONFIRMADO
72252633601,2,268799,144505267204,36126316801,✓ CONFIRMADO
24791919569,2,157455,49583839140,1377328865,✓ CONFIRMADO
47535554701,2,218027,95071109404,23767777351,✓ CONFIRMADO
84150177481,2,290087,168300354964,42075088741,✓ CONFIRMADO
65523456599,2,255976,131046913200,6686067,✓ CONFIRMADO
5081735,24,179608,64517708112,4032356757,✓ CONFIRMADO
23052197069,2,151830,46104394140,1280677615,✓ CONFIRMADO
4855542088,4,295635,174799515180,43699878795,✓ CONFIRMADO
950093699,5,194946,76007495940,19001873985,✓ CONFIRMADO
335557443,6,158641,50333616480,3145851030,✓ CONFIRMADO
3202145155,2,56588,6404290312,1601072578,✓ CONFIRMADO
933971025,6,264666,140095653780,35023913445,✓ CONFIRMADO
28525689919,2,168896,57051379840,891427810,✓ CONFIRMADO
1424454208,4,160126,51280351500,147315,✓ CONFIRMADO
7183105,14,92183,16995226612,4248806653,✓ CONFIRMADO
71587015805,2,267558,143174031612,35793507903,✓ CONFIRMADO
7731421111,2,87929,15462842224,966427639,✓ CONFIRMADO
89370803549,2,298950,178741607100,36477879,✓ CONFIRMADO
51499267289,2,226935,102998534580,1702005,✓ CONFIRMADO
9727975529,2,98631,19455951060,540443085,✓ CONFIRMADO
74294132329,2,272570,148588264660,37147066165,✓ CONFIRMADO
76612980889,2,276791,153225961780,38306490445,✓ CONFIRMADO
34406725589,2,185491,68813451180,212387195,✓ CONFIRMADO
1651754867,4,172429,59463175224,14865793806,✓ CONFIRMADO
49748848979,2,223045,99497697960,24874424490,✓ CONFIRMADO
7239372139,2,85085,14478744280,3619686070,✓ CONFIRMADO
529821777,4,97657,19073583984,24328551,✓ CONFIRMADO
24490215541,2,156494,48980431084,72456259,✓ CONFIRMADO
757322879,2,27520,1514645760,5916585,✓ CONFIRMADO
64487301191,2,253944,128974602384,895656961,✓ CONFIRMADO
573763458,4,101626,20655484500,4215405,✓ CONFIRMADO
6954809419,2,83396,13909618840,3477404710,✓ CONFIRMADO
518897743,4,96645,18680318760,4670079690,✓ CONFIRMADO
14270811059,2,119461,28541622120,7135405530,✓ CONFIRMADO
12931214939,2,113716,25862429880,1990030,✓ CONFIRMADO
36940647799,2,192200,73881295600,192199,✓ CONFIRMADO
2845802,9,28629,1639182024,45532834,✓ CONFIRMADO
2419311781,2,49187,4838623564,1209655891,✓ CONFIRMADO
2876123269,2,53630,5752246540,1438061635,✓ CONFIRMADO
6764815751,2,82249,13529631504,845601969,✓ CONFIRMADO
18568013959,2,136265,37136027920,2321001745,✓ CONFIRMADO
813186595,6,246960,121977989280,17287130,✓ CONFIRMADO
2950934005,2,54323,5901868012,1475467003,✓ CONFIRMADO
3511457437,4,251409,126412467744,7900779234,✓ CONFIRMADO
5788698971,2,76084,11577397944,2894349486,✓ CONFIRMADO
520455781,2,22814,1040911564,260227891,✓ CONFIRMADO
21785907599,2,147601,43571815200,12103282,✓ CONFIRMADO
1168224728,4,145011,42056090220,10514022555,✓ CONFIRMADO
13851289171,2,117692,27702578344,6925644586,✓ CONFIRMADO
2070900998,4,193071,74552435940,18638108985,✓ CONFIRMADO
1526787750,4,165778,54964359012,13741089753,✓ CONFIRMADO
21879882641,2,147919,43759765284,10939941321,✓ CONFIRMADO
488874209,2,22111,977748420,244437105,✓ CONFIRMADO
300570248,4,73555,10820528940,2705132235,✓ CONFIRMADO
87888828059,2,296461,175777656120,542523630,✓ CONFIRMADO
23870327,13,149475,44685252300,446852523,✓ CONFIRMADO
19199012159,2,138561,38398024320,599969130,✓ CONFIRMADO
383005868,8,273988,150138300312,4170508342,✓ CONFIRMADO
1080035366,5,207850,86402829300,864028293,✓ CONFIRMADO
816852303,6,247516,122527845480,30631961370,✓ CONFIRMADO
48017969,2,6930,96035940,15785,✓ CONFIRMADO
474453968,8,304948,185985955512,5166276542,✓ CONFIRMADO
990014301,6,272491,148502145180,37125536295,✓ CONFIRMADO
41966595305,2,204858,83933190612,2331477517,✓ CONFIRMADO
18310555171,2,135317,36621110344,9155277586,✓ CONFIRMADO
28801993231,2,169712,57603986464,3600249154,✓ CONFIRMADO
58269,6,2091,8740380,2185095,✓ CONFIRMADO
869785583,4,125125,31312281000,313122810,✓ CONFIRMADO
11281307581,2,106214,22562615164,5640653791,✓ CONFIRMADO
71913271721,2,268167,143826543444,35956635861,✓ CONFIRMADO
19248648859,2,138740,38497297720,9624324430,✓ CONFIRMADO
470826452,8,303780,184563969240,46140992310,✓ CONFIRMADO
88488103429,2,297470,176976206860,44244051715,✓ CONFIRMADO
22224101005,2,149078,44448202012,11112050503,✓ CONFIRMADO
36673973519,2,191505,73347947040,4584246690,✓ CONFIRMADO
70779675979,2,266045,141559351960,35389837990,✓ CONFIRMADO
68358455569,2,261455,136716911140,34179227785,✓ CONFIRMADO
37763565911,2,194329,75527131824,524493971,✓ CONFIRMADO
4502546328,4,284686,162091667820,40522916955,✓ CONFIRMADO
46083423569,2,214671,92166847140,23041711785,✓ CONFIRMADO
6150402199,2,78425,12300804400,30752011,✓ CONFIRMADO
30180896801,2,173727,60361793604,1676716489,✓ CONFIRMADO
6087978649,2,78026,12175957300,121759573,✓ CONFIRMADO
235567049,5,97071,18845363940,4711340985,✓ CONFIRMADO
24042208079,2,155056,48084416160,3005276010,✓ CONFIRMADO
29859667199,2,172800,59719334400,1036794,✓ CONFIRMADO
106017911,2,10297,212035824,1472471,✓ CONFIRMADO
19139477369,2,138346,38278954740,9569738685,✓ CONFIRMADO
190592987,6,119560,28588948080,36465495,✓ CONFIRMADO
56662327481,2,238039,113324654964,28331163741,✓ CONFIRMADO
58416714719,2,241696,116833429440,202835815,✓ CONFIRMADO
80698321549,2,284075,161396643100,1613966431,✓ CONFIRMADO
20689801759,2,143840,41379603520,646556305,✓ CONFIRMADO
66423979711,2,257729,132847959424,2075749366,✓ CONFIRMADO
3443635805,2,58683,6887271612,1721817903,✓ CONFIRMADO
89504783101,2,299174,179009566204,44752391551,✓ CONFIRMADO
27655191101,2,166299,55310382204,13827595551,✓ CONFIRMADO
2058300791,2,45369,4116601584,5671,✓ CONFIRMADO
49037666579,2,221445,98075333160,2724314810,✓ CONFIRMADO
36115391639,2,190041,72230783280,4514423955,✓ CONFIRMADO
91556191,2,9569,183112384,2861131,✓ CONFIRMADO
1091651750,4,140178,39299463012,9824865753,✓ CONFIRMADO
2464803962,4,210634,88732942644,22183235661,✓ CONFIRMADO
40334898059,2,200836,80669796120,2240827670,✓ CONFIRMADO
55668863305,2,235943,111337726612,27834431653,✓ CONFIRMADO
92457839,2,9616,184915680,11557230,✓ CONFIRMADO
889560449,2,29826,1779120900,1976801,✓ CONFIRMADO
52322216339,2,228741,104644432680,26161108170,✓ CONFIRMADO
23256402499,2,152501,46512805000,18605122,✓ CONFIRMADO
2327242321,2,48242,4654484644,1163621161,✓ CONFIRMADO
26986439899,2,164276,53972879800,539728798,✓ CONFIRMADO
104375840,5,64615,8350067220,17252205,✓ CONFIRMADO
7969579,5,17855,637566340,159391585,✓ CONFIRMADO
8559857879,2,92520,17119715760,118886915,✓ CONFIRMADO
18189242555,2,134868,36378485112,9094621278,✓ CONFIRMADO
13559787361,2,116447,27119574724,6779893681,✓ CONFIRMADO
19675003,9,75276,11332801800,12592002,✓ CONFIRMADO
348989659,6,161785,52348448880,363530895,✓ CONFIRMADO
750903963,4,116260,27032542680,6758135670,✓ CONFIRMADO
14413563191,2,120057,28827126384,1801695399,✓ CONFIRMADO
1835069849,5,270930,146805587940,36701396985,✓ CONFIRMADO
18191400499,2,134876,36382801000,363828010,✓ CONFIRMADO
9793576405,2,98963,19587152812,4896788203,✓ CONFIRMADO
71633578379,2,267645,143267156760,35816789190,✓ CONFIRMADO
87687350519,2,296121,175374701040,10960918815,✓ CONFIRMADO
30985744,12,149986,44991300420,1249758345,✓ CONFIRMADO
8049947561,2,89722,16099895124,447219309,✓ CONFIRMADO
88313277799,2,297176,176626555600,3649309,✓ CONFIRMADO
47043383,4,29100,1693561800,16935618,✓ CONFIRMADO
28002173581,2,167339,56004347164,14001086791,✓ CONFIRMADO
47286251,2,6877,94572504,4966,✓ CONFIRMADO
1776549101,5,266575,142123928100,1421239281,✓ CONFIRMADO
920971307,5,191935,73677704580,2046602905,✓ CONFIRMADO
341898589,2,18491,683797180,55,✓ CONFIRMADO
15497386631,2,124489,30994773264,215241481,✓ CONFIRMADO
353270350,4,79743,12717732612,3179433153,✓ CONFIRMADO
53534159249,2,231375,107068318500,1070683185,✓ CONFIRMADO
14852906,5,24375,1188232500,475293,✓ CONFIRMADO
